ID;Código (SKU);Descrição;Unidade;Classificação fiscal;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód do Fornecedor;Fornecedor;Localização;Estoque máximo;Estoque mínimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN tributável;Descrição complementar;CEST;Código de Enquadramento IPI;Formato embalagem;Largura embalagem;Altura embalagem;Comprimento embalagem;Diâmetro embalagem;Tipo do produto;URL imagem 1;URL imagem 2;URL imagem 3;URL imagem 4;URL imagem 5;URL imagem 6;Categoria;Código do pai;Variações;Marca;Garantia;Sob encomenda;Preço promocional;URL imagem externa 1;URL imagem externa 2;URL imagem externa 3;URL imagem externa 4;URL imagem externa 5;URL imagem externa 6;Link do vídeo;Título SEO;Descrição SEO;Palavras chave SEO;Slug;Dias para preparação;Controlar lotes;Unidade por caixa;URL imagem externa 7;URL imagem externa 8;URL imagem externa 9;URL imagem externa 10;Markup;Permitir inclusão nas vendas;EX TIPI
346334841;3821;Aplicador de fita maxcril;Un;8422.30.29;0 - Nacional, exceto as indicadas nos códigos 3 a 5;22,15;0;;Ativo;0;32,8;;;;0;0;0,34;0,34;7897294402879;;"<h3><strong>APLICADOR DE FITA BRASFORT</strong></h3> <p>O <strong data-start=""158"" data-end=""193"">Aplicador de Fitas Brasfort</strong> é a ferramenta ideal para quem busca agilidade e eficiência no fechamento de caixas e pacotes. Com <strong data-start=""293"" data-end=""311"">cabo anatômico</strong> e design ergonômico, proporciona <strong data-start=""345"" data-end=""363"">fácil manuseio</strong>, além de contar com <strong data-start=""384"" data-end=""405"">ajuste de pressão</strong>, garantindo firmeza na aplicação. Fabricado com <strong data-start=""454"" data-end=""486"">resina termoplástica e metal</strong>, é um equipamento resistente, durável e indispensável para ambientes logísticos ou comerciais.</p> <h3><strong>Especificações:</strong></h3> <p>Cor: Cinza e Azul</p> <p>Medidas: 240mm comprimento X 52mm largura X 160mm altura.</p> <p>Material: Resina termoplástica e metal</p> <p>Marca: Brasfort</p> <p>Aplicações: Lacrar E Vedar Caixas De Papelão, Pacotes E Outros.</p> <p>Arruela de 3 polegadas.</p> <p>Peso Aproximado Do Produto: 0,300 Kgs.</p> <p>Suporta fitas de até: 50mm x 100m</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>Fechamento de Caixas</li> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Indústrias</li> <li>Comércio</li> </ul> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""http://www.new.mhmcaixas.com.br/envelope-de-seguranca""><strong>Caixas de Papelão para Correios</strong></a>, <a href=""https://new.mhmcaixas.com.br/envelopes-de-seguranca/""><strong>Envelope de Segurança,</strong></a> <a href=""http://www.new.mhmcaixas.com.br/fita-adesiva""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.061.00;;Pacote / Caixa;15;8;25;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/9726bde22d3c74c0214c7c51dc0df5a7.jpg;;;;;;Papelaria;;;;;Não;0;;;;;;;;;;;0;0;Não;0;;;;;0;Sim;
342398299;3727;Aplicador De Fita MP902 Masterprint até 200mt;Un;8422.30.29;0 - Nacional, exceto as indicadas nos códigos 3 a 5;32,5;0;;Ativo;-77;19,71;;;;0;0;0,33;0,33;7908229101047;;"<h3><strong>Aplicador de Fitas Masterprint </strong></h3> <p>O <strong data-end=""193"" data-start=""158"">Aplicador de Fitas Masterprint</strong> é a ferramenta ideal para quem busca agilidade e eficiência no fechamento de caixas e pacotes. Com <strong data-end=""311"" data-start=""293"">cabo anatômico</strong> e design ergonômico, proporciona <strong data-end=""363"" data-start=""345"">fácil manuseio</strong>, além de contar com <strong data-end=""405"" data-start=""384"">ajuste de pressão</strong>, garantindo firmeza na aplicação. Fabricado com <strong data-end=""486"" data-start=""454"">resina termoplástica e metal</strong>, é um equipamento resistente, durável e indispensável para ambientes logísticos ou comerciais.</p> <h3><strong>Especificações:</strong></h3> <p>Cor: Azul</p> <p>Marca: Masterprint</p> <p>Aplicações: Lacrar E Vedar Caixas De Papelão, Pacotes E Outros.</p> <p>Arruela de 3 polegadas.</p> <p>Suporta fitas de até 200m</p> <p><strong>Para:</strong></p> <ul> <li>Fechamento de Caixas</li> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Indústrias</li> <li>Comércio</li> </ul> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""http://www.new.mhmcaixas.com.br/envelope-de-seguranca""><strong>Caixas de Papelão para Correios</strong></a>, <a href=""https://new.mhmcaixas.com.br/envelopes-de-seguranca/""><strong>Envelope de Segurança,</strong></a> <a href=""http://www.new.mhmcaixas.com.br/fita-adesiva""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.061.00;;Pacote / Caixa;8;10;27;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/77db4deeb75301f55f2abd70c4a5741c.jpg;;;;;;Papelaria;;;;;Não;0;;;;;;;;;;;0;0;Não;0;;;;;0;Sim;
336264560;30;Aplicador de Tag Manual + Pinos Plásticos;UN;4821.10.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;38,5;0;;Ativo;-1;0;;;;0;0;0;0;7899967503968;;;28.057.00;;Pacote / Caixa;0;0;0;0;S;;;;;;;;;;;;Não;0;;;;;;;;;;;;0;Não;;;;;;0;Sim;
344501173;3805;APONTADOR C/DEP. MAPED SHAKER 1 FURO SORT(E);un;8214.10.00;2 - Estrangeira - Adquirida no mercado interno, exceto a indicada no código 7;3,6;0;;Ativo;21;2,209;88769;TRAVAGIN & TRAVAGIN LTDA;;0;0;0;0;3154145347531;;;;;;0;0;0;0;S;;;;;;;;;;;;Não;0;;;;;;;;;;;;0;Não;;;;;;0;Sim;
336264587;35;Assadeira De Aluminio Oval Y40 4000Ml Wyda;UN;7607.11.10;0 - Nacional, exceto as indicadas nos códigos 3 a 5;7,5;0;;Ativo;5;4,86;;;;0;0;0;0;7898930672281;;;28.061.00;;;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/df1b1ebffef98e495ece6b31dbb00afe.png;;;;;;Descartáveis;;;;;Não;0;;;;;;;;Assadeira De Aluminio Oval Y40 4000Ml Wyda;;;;0;Não;;;;;;0;Sim;
336264592;36;Assadeira De Aluminio Oval Y70 7000 Ml Wyda;UN;7607.19.90;0 - Nacional, exceto as indicadas nos códigos 3 a 5;15,7;0;;Ativo;19;8,59;;;;0;0;0;0;7898930672298;;;28.061.00;;;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/f5553a6edfda2761990d604c1bfb6870.png;;;;;;Descartáveis;;;;;Não;0;;;;;;;;Assadeira De Aluminio Oval Y70 7000 Ml Wyda;;;;0;Não;;;;;;0;Sim;
336264615;40;Assadeira De Aluminio Retangular D70 7000Ml Wyda;UN;7607.11.10;0 - Nacional, exceto as indicadas nos códigos 3 a 5;15,7;0;;Ativo;1;8,73;;;;0;0;0;0;7898930673929;;;28.061.00;;;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/d6f1ab5b1f62df0920ac8f99fc1ac9f9.jpg;;;;;;Descartáveis;;;;;Não;0;;;;;;;;Assadeira De Aluminio Retangular D70 7000Ml Wyda;;;;0;Não;;;;;;0;Sim;
336264630;43;Assarapido Cozinha 41M X 33Cm 10Un. Wyda;PCT;4819.50.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;8,3;0;;Ativo;-1;5,87;;;;0;0;0;0;7898930672625;;;28.061.00;;Pacote / Caixa;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/c87e70fd4765a7a6582b209afd015bd9.png;;;;;;Descartáveis;;;;;Não;0;;;;;;;;Assarapido Cozinha 41M X 33Cm 10Un. Wyda;;;;0;Não;;;;;;0;Sim;
343944768;3795;BALA ARCOR 7 BELO FRAMB;UN;1704.90.90;0 - Nacional, exceto as indicadas nos códigos 3 a 5;0,2;0;;Ativo;2656;0,089;18090;AUXILIADORA COM.PRODUTOS ALIMENT.LTDA;;0;0;0;0;17891118025852;;;;;Pacote / Caixa;0;0;0;0;S;;;;;;;;;;;;Não;0;;;;;;;;;;;;0;Não;;;;;;0;Sim;
336264635;44;Bala De Bolete Dori;UN;1704.90.20;0 - Nacional, exceto as indicadas nos códigos 3 a 5;0,2;0;;Ativo;44;0,167;;;;0;0;0;0;;;Bala dura recheada com chicle sabor artificial de tutti frutti colorida artificialmente. <br /> _____________________________________________________________________________<br /> INGREDIENTES: Açúcar, xarope de glicose, goma base, acidulante ácido cítrico, aromatizante, umactante glicerol, emulsificante lecitina de soja e corante artificial vermelho allura Ac. não contém gluten. <br /> <br /> ALÉRGICOS: Contém derivados de soja.;28.062.00;;;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/31c752e5d41334a449045439f4dc32c8.webp;;;;;;Alimentos;;;Dori;;Não;0;;;;;;;;Bala De Bolete Dori;Desfrute da Bala Bolete Tutti Frutti, uma explosão de sabor em cada mordida. Delicie-se agora com essa guloseima irresistível!;Bala, Bala bolete, Bala chicle;Bala-De-Bolete-Dori;0;Não;;;;;;0;Sim;
342430506;3738;Bala De Gelatina Fini Beijos 15G;Un;1704.10.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;1,4;0;;Ativo;-62;0,866;;;;0;0;0;0;7898591450662;;"<p>Beijos de morango Fini, um clássico da marca. Com fórmula nova, muito mais macia e saborosa. p&gt; No pacote contém meia esfera na cor rosa e branco, com sabor de morango.<br>Pacote com 500g de produto, ideal para dividir com os amigos,<br><br>E perfeito para usar em decorações de mesas de festas e pratos de confeitaria, tornando tudo mais colorido, com um toque único e especial!</p>";28.062.00;;Pacote / Caixa;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/6d7174dce1aa25658ed14ad7393998ae.jpg;;;;;;Alimentos;;;Fini;;Não;0;;;;;;;;Bala De Gelatina Fini Beijos 15G;Delicie-se com os Beijos de Morango 500g, uma explosão de sabor em cada mordida. Irresistivelmente deliciosos! Experimente agora!;Fini,Bala fini,Gelatina;Beijos-de-Morango;0;Não;;;;;;0;Sim;
336264714;49;Bala De Goma Dori Frutas 31G;UN;1704.90.20;0 - Nacional, exceto as indicadas nos códigos 3 a 5;1;0;;Ativo;18;0,63;;;;0;0;0;0;7896058506105;;<p>Balas Sortidas de goma de amido Sabores laranja, abacaxi, limão e sabores artificiais de uva e morango, Coloridas arificialmente. <br><br><br>INGREDIENTES: Açúcar, xarope de glicose, amido de milho modificado, aromatizantes, acidulante ácido cítrico, regulador de acidez de citrato de potássio, corantes artificiais amarelo tartrazina, amarelo crepúsculo FCF, vermelho allura Ac e azul brilhante FCF. NÃO CONTÉM GLÚTEN.</p>;28.062.00;;Pacote / Caixa;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/20d1e14b8c65e2c35ee4451a966bef07.png;;;;;;Alimentos;;;Dori;;Não;0;;;;;;;;Bala De Goma Dori Frutas 31G;Desfrute da Goma Tubo Frutas 32g: saboroso e divertido! Ideal para satisfazer seu desejo por doces. Experimente agora!;goma,bala de goma;Bala-De-Goma-Dori-Frutas-31G;0;Não;;;;;;0;Sim;
336264724;50;Bala De Yogurt Dori;UN;1704.90.20;0 - Nacional, exceto as indicadas nos códigos 3 a 5;0,2;0;;Ativo;-9;0,09;;;;0;0;0;0;;;Bala mastigável sabor de yogurt de morango, colorida artificialmente. <br /> <br /> INGREDIENTES: Açucar, xarope de glicose, gordura vegetal,acidulante ácido cítrico, emulcificantes lecitina e mono e  diglicerídeos  de acídos graxos, aromatizantes e corante artificial vermelho allura Ac.<br /> NÃO CONTÉM GLÚTEN. <br /> <br /> ALÉRGICOS: Contém derivado de soja;28.062.00;;Pacote / Caixa;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/7f5fd89875f8df26db0e310034fe69e4.png;;;;;;Alimentos;;;Dori;;Não;0;;;;;;;;Bala De Yogurt Dori;Desfrute da Bala De Yogurt Dori, uma explosão de sabor. Delicie-se agora com essa guloseima irresistível!;Bala, doce, yogurt, bala de yogurt;Bala-De-Yogurt-Dori;0;Não;;;;;;0;Sim;
336264729;51;Bala Fini De Gelatina Fini Bananas 15G;UN;1704.10.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;1,3;0;;Ativo;0;0,853;;;;0;0;0;0;7898591450686;;Bananas Fini, um clássico da marca. Docinhas e saborosas, possuem formato semelhante ao da verdadeira fruta e são ricas em cada detalhe.<br /> No pacote contém bananas amarelas, com sabor de banana.<br /> <br /> Display com 12 pacotes com 15g de produto em cada, ideal para rapidos lanches, levar na bolsa, deixar na gaveta e distribuir para os amigos,<br /> <br /> E perfeito para usar em decorações de mesas de festas e pratos de confeitaria, tornando tudo mais colorido, com um toque único e especial!;28.062.00;;;0;0;0;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/12536cd981d55de5af94f01daedde112.jpg;;;;;;Alimentos;;;Fini;;Não;0;;;;;;;;Bala Fini De Gelatina Fini Bananas 15G;Desfrute da Bala de Gelatina Fini sabor Banana 15g. Uma explosão de sabor frutado em cada mordida. Experimente já!;bala, bala de goma;Bala-Fini-De-Gelatina-Fini-Bananas-15G;0;Não;;;;;;0;Sim;
